	 -46.94333399552852	 -0.02513371966779232	 -0.0003363154828548431	 3.427267074584961e-07
	 -47.68005641270429	 -0.02594908326864243	 -0.0003601862117648125	 3.511086106300354e-07
	 -48.41686000302434	 -0.02676483709365129	 -0.0003842543810606003	 3.622844815254211e-07
	 -49.15349345188588	 -0.02758097089827061	 -0.0004085125401616096	 3.715977072715759e-07
	 -49.8897039340809	 -0.02839747257530689	 -0.000432952307164669	 3.799796104431152e-07
	 -50.62523689679801	 -0.02921432070434093	 -0.0004575625061988831	 3.883615136146545e-07
	 -51.3598358258605	 -0.03003149945288897	 -0.0004823366180062294	 3.995373845100403e-07
	 -52.09324207063764	 -0.03084897808730602	 -0.0005072625353932381	 4.088506102561951e-07
	 -52.82519463356584	 -0.03166672680526972	 -0.0005323309451341629	 4.163011908531189e-07
	 -53.55543001182377	 -0.03248470462858677	 -0.0005575371906161308	 4.237517714500427e-07
	 -54.28368207067251	 -0.0333028631284833	 -0.0005828654393553734	 4.312023520469666e-07
	 -55.00961924530566	 -0.03411944583058357	 -0.0006082942709326744	 4.405155777931213e-07
	 -55.73298457544297	 -0.03493598941713572	 -0.0006338292732834816	 4.470348358154297e-07
	 -56.45350985880941	 -0.03575249388813972	 -0.000659458339214325	 4.507601261138916e-07
	 -57.17092731408775	 -0.0365689629688859	 -0.0006851730868220329	 4.591420292854309e-07
	 -57.88496942725033	 -0.03738540038466454	 -0.0007109595462679863	 4.637986421585083e-07
	 -58.59536873642355	 -0.03820181079208851	 -0.0007368139922618866	 4.703179001808167e-07
	 -59.30185761675239	 -0.03901819419115782	 -0.0007627224549651146	 4.74974513053894e-07
	 -60.00416803173721	 -0.03983454871922731	 -0.0007886765524744987	 4.796311259269714e-07
	 -60.7020312519744	 -0.0406508669257164	 -0.0008146623149514198	 4.861503839492798e-07
	 -61.39517760742456	 -0.0414671404287219	 -0.000840676948428154	 4.898756742477417e-07
	 -62.08333620242774	 -0.04228335153311491	 -0.0008667055517435074	 4.926696419715881e-07
	 -62.76623465493321	 -0.04309947602450848	 -0.00089273601770401	 4.9639493227005e-07
	 -63.44359885714948	 -0.04391547851264477	 -0.0009187618270516396	 4.973262548446655e-07
	 -64.11515273340046	 -0.04473132267594337	 -0.0009447690099477768	 5.019828677177429e-07
	 -64.78061806317419	 -0.04554695915430784	 -0.0009707482531666756	 5.010515451431274e-07
	 -65.43984695058316	 -0.04635876975953579	 -0.0009966818615794182	 5.038455128669739e-07
	 -66.09234989713877	 -0.04717006720602512	 -0.001022564247250557	 5.038455128669739e-07
	 -66.73784268461168	 -0.04798092599958181	 -0.001048383302986622	 5.038455128669739e-07
	 -67.37604339420795	 -0.04879142437130213	 -0.001074130646884441	 5.019828677177429e-07
	 -68.00667227804661	 -0.04960164800286293	 -0.001099789515137672	 5.029141902923584e-07
	 -68.62945160176605	 -0.05041169188916683	 -0.001125356182456017	 4.991888999938965e-07
	 -69.24410539492965	 -0.0512216379866004	 -0.001150812953710556	 4.98257577419281e-07
	 -69.85035919863731	 -0.05203157477080822	 -0.001176153309643269	 4.926696419715881e-07
	 -70.44793973863125	 -0.05284157581627369	 -0.00120136234909296	 4.917383193969727e-07
	 -71.03657462820411	 -0.05365171190351248	 -0.00122643169015646	 4.852190613746643e-07
	 -71.61599198821932	 -0.05446203332394361	 -0.001251350156962872	 4.78699803352356e-07
	 -72.18592011369765	 -0.05527256708592176	 -0.001276102848351002	 4.740431904792786e-07
	 -72.74608713388443	 -0.05608333088457584	 -0.001300678588449955	 4.665926098823547e-07
	 -73.29622067138553	 -0.05689431354403496	 -0.001325070858001709	 4.582107067108154e-07
	 -73.83604754786938	 -0.05770547408610582	 -0.001349261961877346	 4.516914486885071e-07
	 -74.36588129587471	 -0.05852337740361691	 -0.001373225823044777	 4.405155777931213e-07
	 -74.8847422786057	 -0.05934061575680971	 -0.001396967098116875	 4.32133674621582e-07
	 -75.39234142377973	 -0.0601568603888154	 -0.00142047181725502	 4.190951585769653e-07
	 -75.88839532993734	 -0.06097177881747484	 -0.001443731598556042	 4.097819328308105e-07
	 -76.37262630555779	 -0.06178505532443523	 -0.001466737128794193	 3.958120942115784e-07
	 -76.84476228337735	 -0.06259636208415031	 -0.001489473506808281	 3.818422555923462e-07
	 -77.30453664902598	 -0.06340537965297699	 -0.001511930488049984	 3.715977072715759e-07
	 -77.75168800167739	 -0.06421179603785276	 -0.001534100621938705	 3.539025783538818e-07
	 -78.1859597992152	 -0.06501529645174742	 -0.00155597273260355	 3.371387720108032e-07
	 -78.60709998663515	 -0.06581557262688875	 -0.001577532850205898	 3.213062882423401e-07
	 -79.01486054901034	 -0.06661230977624655	 -0.001598773524165154	 3.064051270484924e-07
	 -79.40899703092873	 -0.06740519776940346	 -0.001619681715965271	 2.868473529815674e-07
	 -79.78926803544164	 -0.06819391809403896	 -0.001640249043703079	 2.682209014892578e-07
	 -80.15543472021818	 -0.06897815503180027	 -0.001660466194152832	 2.477318048477173e-07
	 -80.50726026855409	 -0.06975756771862507	 -0.001680318266153336	 2.291053533554077e-07
	 -80.84601313341409	 -0.0705412058159709	 -0.001699795946478844	 2.067536115646362e-07
	 -81.16978062782437	 -0.07131881173700094	 -0.001718886196613312	 1.871958374977112e-07
	 -81.4782881969586	 -0.07208971679210663	 -0.001737579703330994	 1.629814505577087e-07
	 -81.77127199154347	 -0.07285323832184076	 -0.001755863428115845	 1.406297087669373e-07
	 -82.04847925342619	 -0.07360871229320765	 -0.001773733645677567	 1.136213541030884e-07
	 -82.30966846179217	 -0.07435547560453415	 -0.001791173592209816	 8.940696716308594e-08
	 -82.55460937973112	 -0.07509288284927607	 -0.001808176748454571	 6.332993507385254e-08
	 -82.78308290243149	 -0.07582029793411493	 -0.001824734732508659	 3.91155481338501e-08
	 -82.99488079547882	 -0.07653709687292576	 -0.001840840093791485	 1.117587089538574e-08
	 -83.18980528973043	 -0.07724266778677702	 -0.001856479793787003	 -1.490116119384766e-08
	 -83.36766858864576	 -0.07793641276657581	 -0.001871650107204914	 -4.470348358154297e-08
	 -83.5282922340557	 -0.07861774321645498	 -0.001886339858174324	 -7.35744833946228e-08
	 -83.6715064458549	 -0.07928608078509569	 -0.00190054252743721	 -1.024454832077026e-07
	 -83.79714934248477	 -0.07994085829705	 -0.001914250664412975	 -1.341104507446289e-07
	 -83.90506614372134	 -0.08058150857686996	 -0.001927451230585575	 -1.611188054084778e-07
